Sample_name,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15,PC 16,PC 17,PC 18,PC 19,PC 20,PC 21,PC 22,PC 23,PC 24,PC 25,PC 26,PC 27,PC 28,PC 29,PC 30,PC 31,PC 32,PC 33,PC 34,PC 35,PC 36,PC 37,PC 38,PC 39,PC 40,PC 41,PC 42,PC 43,PC 44,PC 45,PC 46,PC 47,PC 48,PC 49,PC 50,PC 51,PC 52,PC 53,PC 54,PC 55,PC 56
ILH_Zvejnieki_34.1.9_merged_mirror.mrk,-0.0185714322826537,0.00756187075433002,0.0148305085173098,0.0168458639161038,-0.00976518983969502,-0.0276315049818071,0.00583811626256874,0.0334346558729467,0.00936854720786192,0.00335287582482518,-0.0422440684416138,0.00898921375991847,-0.0344600580560526,-0.0125748214807958,-0.00855005789583227,-0.00736259089193416,-0.021527270811491,0.00582541003457635,0.00468331528299276,-0.00917410049063474,0.0170338776729036,0.00565635520987777,0.00912398224766465,0.00410439483697224,0.00397536320335098,0.00245425139715834,-0.00643512487993968,-0.00523591376091213,0.00555338325276495,0.000845588822297532,0.00132855510856451,0.00324795780523111,-0.00476490899405146,0.00557791441690914,0.000658748396570788,-0.00155460175426961,0.00374460552847755,0.00282034424065705,-0.00387758243577884,-0.00341559165039233,0.00230495248579581,-0.00157429653697996,0.00105034669777241,-0.000137856384262786,-0.0011242525220125,-0.00115981425066388,0.00145873645249199,7.53451677154859e-05,-0.00118374292843971,0.0014580821958603,-0.000289668046052139,0.00204083823433155,-0.000598571461152951,-0.000740847500564666,0.000339848163620937,-0.000303125387345225
ILH_Zvejnieki_34.10.39_miss.mrk,-0.0621057021726537,0.316928789639394,0.037039648853453,0.023219681533157,0.0360576751720033,0.00160860463383858,-0.0110854745729856,0.013389976116191,0.00992901973745753,0.00474856963367519,0.0119679670707814,0.000211726752695472,-0.000225036606290941,0.0044630858641585,0.000824825683374161,0.000738239747098732,0.00347240447137137,0.00168712257927916,0.00116769878336704,0.000472909967264354,0.00113714783115709,0.000953396046817533,-0.00425089451008901,0.0010328665566318,0.00230141449787564,-0.00168754454204945,-0.00100820897359389,0.00126965131640234,-0.000675278745845065,0.000542701453058618,0.000466987245505353,-0.00163122914049448,0.000694634486551146,0.000627396957886572,-1.85954716478213e-05,-0.000491971569398235,0.000787030995033249,0.000111064843473689,0.000247734058063661,0.000268770621350698,-0.000547620117857322,0.000168850934179155,0.000480761258089741,0.000423869449794995,0.000151035206744572,0.000310982056690866,-7.15896463590133e-05,-0.000199629837254682,-1.66375132210209e-05,-6.70214736598866e-05,5.80959641302924e-05,0.00020532021830954,7.90232977966971e-05,4.54145905129798e-05,-0.000169191895427513,3.15554724239323e-05
ILH_Zvejnieki_34.101.206_miss_mirror.mrk,-0.0272393348756111,-0.0348964908276024,-0.0108077421074722,0.065962754173791,0.0224095465061116,-0.00848847629125682,-0.0282689499569057,0.00988898272009069,-0.00274390259148969,0.0046244425540736,0.010666884399564,-0.0126159565298952,-0.0119651525967498,-0.00653439644032574,0.00154425100957606,0.0193561188658245,0.000628514925345253,0.0126299319907507,0.00876578173221536,0.0033909081162278,0.0020391706604807,-0.00322039216149033,0.00310311490080114,-0.00112289307887019,-0.0136389190284549,-0.00504687522414129,0.00416518255027988,0.000446333210383359,0.0040073070013223,0.000489045853407744,-0.00455743895799692,-0.00665075248452607,0.000384982483479076,0.00185790763475341,-0.00377894793436074,-0.00157555194704519,0.000510281538925618,-0.00421264837412832,0.000459228967116235,0.00290971246288387,-0.00535980966550246,0.00190101742561066,0.00240799333005863,8.95377838673469e-05,-0.00264178483576465,0.000751871230905749,0.000500262625185513,-0.00104552150946686,0.000815853764801863,0.00132355524568873,-0.000809025116825739,-0.000541404883739762,-0.00162740243294147,0.000844393555951788,0.000669960481075058,0.000782359916062364
ILH_Zvejnieki_34.102.208_miss_mirror.mrk,-0.0138440558406998,-0.00760844118522482,-0.0206842362421194,0.0361213484180978,0.0139648748643576,-0.00913501231363411,0.00670382693022668,-0.00661994362359047,0.000969245949869471,0.0025093439993698,-0.00400998389550558,-0.0131447799880748,-0.00686465810559089,0.00971620302690464,0.000506318921194085,0.00382077089626968,0.00599267253930159,-0.00148999318979904,-0.00517671056634,0.0137233952823495,0.00665915149375503,0.0163456805930327,0.00248940793830834,0.00542895037575892,-0.00752723011285593,0.00652615911130446,0.00947911542430356,-0.00184010170279803,-0.00104446732531792,0.00172535113846678,-0.000956636780595007,-0.00114258280638399,0.000727942033615668,0.00320303264614261,0.00581589632180755,-0.00310111709806657,0.00518762640655837,0.000459101455953751,0.00103434024364931,-0.00698369727866855,0.00189700509967927,0.000124312095322423,7.29570758245189e-05,-0.000700056611224297,0.00376793807985026,6.37083469749965e-05,-0.00190154963069476,0.00356403877338211,0.00215908263744105,0.00026879417262662,0.000844738120082715,-0.000677381861596897,0.000249115422207164,-0.000296732922985802,-0.000590770744771027,-0.000341378004583809
ILH_Zvejnieki_34.104.210_miss.mrk,0.00207941402763227,0.00150018365482701,-0.0308804870721797,-0.0090591956145042,0.0194702727629689,0.01227965429596,-0.0064848866160699,0.0206871121028862,-0.01696141978572,5.52820045640955e-05,-0.00494994026897727,0.00645946573077068,0.00765475639412486,-0.00285035657065928,0.00569652902393607,0.00167983177394223,0.00327913261598528,0.006985410121902,0.00355502993061987,0.0042112462940677,-0.0107111971337706,-0.00920140296469896,0.006347713038355,-0.00795832860549334,-0.00286575554099943,-0.00481004988750273,-0.00628971568541462,-0.00559600111896594,-0.00241086344672937,0.00265780744275692,0.000218616187093439,0.00150765455561632,0.00022566339774634,0.00926844905137594,0.00291548728372897,0.000594199538871685,0.0069702084038634,-0.000689426685611401,-0.00080115242237981,-0.000877553228275992,0.00395130433582024,-0.00129933374131018,-0.00125825246937982,-0.000789866863114507,0.00204748243045705,-0.000444380642352612,-0.000881431590409325,0.000754508645234942,-0.000166007275802778,0.00186558099476166,-0.000354001060026759,0.000771291552913653,-0.00142979796298609,0.000585693636829333,-0.00122155678287753,0.000231602785887959
ILH_Zvejnieki_34.106.213_miss.mrk,-0.0153581459174101,-0.0116169988473092,-0.0011801969283768,0.0245178980803145,0.00651211498918161,0.0212122440954067,-0.00789808915244824,0.017760878538199,0.00419532904984026,-0.0294818790195672,0.00263615418620583,-0.00153114560792699,-0.0211025996986108,0.00764371450300429,-0.00580792873876814,-0.00621948621089229,-0.002677178558454,-0.014685179050757,0.00283463190199005,-0.00401673255376259,-0.00558777340179791,0.000602811432788896,0.00185600547528081,-0.00633648922709929,0.0041867292142407,0.00615141256781963,0.00239760149076034,0.0132590720094496,-0.00440751257651604,0.00671071134463946,-0.00498034929970349,-0.00177442230389987,-0.00276107837079948,-0.00554987665280566,-0.00116509693319846,-0.000794377341849406,-0.00218341975667661,0.00091721164608896,-0.00225302049246361,-0.00155819044208181,0.00474936463428973,-0.00124351440622002,0.00279415519047242,-0.00121969626866671,-0.00251182496139874,0.00277875959520038,0.00249986872114974,0.000160397225088921,0.000521625481137427,-0.00133884034754914,0.000615415024076696,-0.00233829527232249,0.00104707183835821,-0.000557058646244839,0.000622749319754227,-0.00124944588000229
ILH_Zvejnieki_34.107.217.mrk,-0.0178639612246676,-0.0150644013645377,0.0118494936138274,0.0137383690017858,0.000682215765677934,0.0069303791512605,-0.000948444602844222,0.0157805960702945,0.0121426982660494,0.00169379581259731,-0.0143122654398977,0.00629064610992057,0.000702811051407409,-0.00311968881798585,-2.90934532942519e-05,-0.000135439756605775,0.00266836453649992,0.0012352302503812,-0.000337340211218722,0.000752854591252948,-0.00373448835474189,-6.79469577768587e-05,-0.00206826302141147,-0.00148557428084382,-0.00305721241215772,0.00193328988250037,0.002614804054138,-0.000510586799667564,-0.00355455163273311,-0.000193254170856894,-0.00422310241187303,-0.00403604368035252,-0.00364956601376078,0.00172500398510223,-0.000722263551956235,-0.00402402016310467,0.00149042852446402,-0.00014061512811274,0.00272393201678969,0.000865169025027603,0.00226235002824284,2.94792646685995e-05,-0.00131240490305681,0.000326754925499978,0.00309620770355845,0.0022766979210447,0.00193771070805289,-0.00321421913851873,-0.00423086328614897,0.000383484615125916,-0.000737114528624244,-0.00055577483577199,0.00125059091195981,-0.000612589169853844,6.06784052191075e-05,0.00105901144821828
ILH_Zvejnieki_34.109.220_miss.mrk,-0.0155235028477883,0.0039571467708548,0.0144232402618479,-0.00377631902473667,-0.0205692721548393,-0.0166370278807357,-0.0015856690555597,0.000532567722177193,-0.00943251304920219,0.0158861981908776,-0.00830158034379943,0.0213071878545558,0.00576913062379045,-0.00495389433187531,0.00179413708440789,-0.00690536625363199,0.0100496529230069,-0.00711206863212889,0.00854695125213991,0.00777025059287212,-0.00139888757450556,0.00324883833792946,0.00520020929539601,0.00140287596190278,-0.00569110792861701,0.0044134171732768,0.00219655001342977,0.00616196423065132,-0.0158661712355336,0.000711278959036735,-0.00230168129867357,-0.00251360018055518,-0.00335788059886203,4.74831735756327e-05,0.00576342038218121,0.000938728621316222,-0.00223361370386017,0.00213969309618603,0.00249987831993642,-0.000754006153367293,0.00226177752529753,0.000745287392956191,-0.000336085504497899,0.00280872581159646,0.000441268530632296,0.00114790127744062,0.00258590597413102,-0.000341945511852006,0.00162757241264672,0.00147554321263493,-0.00171852130704943,-0.00107493737916372,-0.00190998483288168,-9.39277888907133e-05,0.000209178635503258,-0.00062764233069516
ILH_Zvejnieki_34.110.221_miss.mrk,-0.00553887741801114,-0.00373630060887051,0.0449775744765849,0.00122486085049877,-0.0201059732980976,0.00411675208224713,0.0104263641744957,-0.0186670893502011,-0.0140174641603025,0.018657489894063,0.00115956433166126,-0.0143816403095316,0.00595157055544839,-0.00201585959242799,0.000651383045815989,0.0111582286309986,-0.00425690309475618,-0.00407870097247486,-0.000159406012897874,-0.00996932211524421,0.00503523043706647,-0.000603196726495684,0.0103912613075614,0.00330258013113278,0.00609020117793567,-0.00309736217145842,-0.000604249237186489,0.000780130444543068,-0.0115422769026,0.0045790119644514,-0.00155527202869355,-0.00523351413777236,0.00027719421271393,-0.00335068236804547,0.0011454054219506,0.000144333831162835,0.0023321639791291,0.00214538806586061,0.0046683901683195,0.0019085899417531,0.00215428278051744,0.00198903402559626,-0.0017328095607921,-0.00421415862835099,0.00192873732356928,0.00472639530856753,-0.00198916447275073,0.00209320003560586,-0.00262468187102358,0.000575341564824805,-0.00272884380478229,0.00046963873757122,0.000457685633698521,-0.000682192992684558,-0.000386132582704228,-0.0001478744820314
ILH_Zvejnieki_34.111.222_miss.mrk,0.249216363573278,0.00871004107118243,0.0123965339228913,0.00943197027642067,0.00371616009346597,-0.00683143182272695,0.00735863707668464,0.00114497336356533,-0.00309944229736906,-0.00704419351449316,0.00564248920053028,-0.0121273174918413,0.0113431515496606,0.0115759459368024,-0.0113666109573359,0.000890102826566741,-0.00513232416797759,0.000696075748470144,-0.000686317474183694,-0.00499384645393823,0.000238592932551874,0.00205705394738041,0.00830368925246604,0.000680281752331006,0.00161767687238856,-0.000674600172167358,0.00238493798705365,0.0101555296591628,0.00736107562516674,0.00495755865127523,0.00202515708341822,0.000150726672284199,-0.00545080801354014,-0.00547661003713571,0.00101294267117043,-0.000846505538659948,0.000611519081054988,0.00109144515649118,-0.000331294353686878,-0.00135019007632012,-0.00275197508882068,0.000239090724779758,-0.00444871264324754,0.000168498793861923,-0.000412273200989734,-0.00329510164553154,-0.00101126853638369,0.000686906387964681,0.00260868530899163,0.00111330035604462,-0.00116114063928233,0.000878017641356011,0.000723018912755413,0.000298209449576981,-0.000953866280141795,0.000252967368939159
ILH_Zvejnieki_34.111.316_miss.mrk,-0.00149731104652643,-0.00415946113150079,-0.00553609519717745,-0.00165458895654763,-0.00254434154963906,0.0179706346201956,-0.0261852447580524,-0.0124521786110343,-0.00675575665549836,0.0125327568775176,0.00133974061420732,-0.00822146336987329,0.0144753850231363,-0.00784708443306647,0.0135162353907536,-0.0175544600942428,-0.00877536113278226,0.0112056359609981,0.00244038067079611,0.00113136985869,-0.00113964857593309,0.00497238108237256,-0.000881913631389676,-0.00231086083651668,5.01002686046693e-05,0.00644818398146026,-0.00631745755217555,0.00141015490217267,0.00479053774542662,-0.0014191250163692,0.0060752287868275,-0.000623295422324468,-0.00111806632451947,0.00246427851105024,-0.00471670033324355,-0.0037617461300374,-0.00213201150842603,0.00143078067316069,0.00448671739792261,0.000345166098995385,-0.00167347904558927,0.00505207440590476,0.00740490127091936,0.00112126177582138,0.000278880939712141,-0.000931613821475046,0.000969317298364978,-0.00216363190339858,0.000802891605811529,-0.0024750262817263,-0.000793977545420592,-0.000521308453362195,0.00104037234334768,0.000837759202861585,0.000103405852256207,-0.000811531656914564
ILH_Zvejnieki_34.112.317.mrk,0.00244541813729488,-0.0173535938823778,-0.0349253931051567,0.0494096376821158,0.0291343138036216,0.00440678620556913,-0.0196610018319309,-0.0301405253088469,0.00753337129469678,-0.023017147747881,0.0205217131462727,0.038558591795543,0.0182701995506683,0.00672499871033261,0.0121069106149521,-0.00394589984571312,-0.0264336920846339,-0.012244536041762,-0.0247456063872207,0.00354520033490317,0.0233556334480241,0.000112781731453753,-0.0010619089068201,0.00803490563956593,-0.00189061663679788,-0.0060576287614298,-0.00680797973231311,0.00161745914328796,-0.00700285991057791,0.000948680133268793,0.00169722709966377,-0.000737308288765267,-0.00193811972719263,0.0027929996042242,-0.000892802991192829,0.00384743719541048,0.000733563512172972,-0.00174246117595864,-0.00191883346721639,0.000318401625123431,0.000642799385175095,-5.56023652384996e-05,-0.000392837684645776,-0.000142711011551035,0.000499678076120586,0.000567730939347251,-0.000941882808854397,-0.000203487682756235,-0.000776481777256519,-2.14176560535111e-05,-0.000391322799249684,-9.55612023665122e-05,-0.000170832790822627,0.000364088011873335,0.000414230762956795,5.36551550312746e-05
ILH_Zvejnieki_34.115.228.mrk,0.00433531600880306,0.0132392180052995,-0.00381183246619133,-0.0131550400701724,-0.00956883237716978,0.0154218586830622,-0.0133477436886862,-0.0330347584864485,-0.0234785703492013,0.00395930669032229,-0.0104840521773125,-0.0112485816950765,-0.00944931504972782,0.00993584265266594,-0.000633482186427558,-0.00239128319937372,-0.000445988981618634,-0.0111724704197618,0.00721414198660266,0.00546525782871307,0.00127475139558622,0.00205071605915353,-0.00230016982979496,0.00240813107622142,0.00786375534858752,0.00109475476417764,0.0046637980902069,-0.000318792933798272,0.00327458774471253,-0.00510237244043431,-0.00411408216853272,0.00602120686133413,-0.00075917069781873,0.00323458722879493,-0.00639625220624628,-0.00130070716323023,0.00177262138813216,0.000438185065241679,0.00108169774038328,0.00221212208676377,0.0013875691710209,7.212622382323e-05,-0.00292329930654668,0.00106223883357565,-0.000370200380056288,-0.000329466602759083,0.00310093550548873,-0.000407220810499314,0.000879912183080503,0.00241514338067871,-0.00125576208983587,-0.00191593453662609,0.000321758190647112,0.00128883700031456,0.00138467272924387,0.00126515070804228
ILH_Zvejnieki_34.116.229.mrk,-0.023110955520266,-0.0256041238465306,0.0406446684016908,0.0432917731025701,-0.00890598382887993,0.0163507613337851,0.00155190541721446,-0.0117716817055659,0.00778301977641434,0.00272507435256903,0.0142783420249051,-0.0179433051649999,-0.00457697218228384,-0.00144708105865454,-0.00169896666317819,-0.00704116632882667,-0.00255406352336734,-0.00437844021255276,-0.00069823782894253,-0.00504310838340672,-0.00790638619514018,0.0045917985603051,-0.00285607456322932,0.0159007115980117,-0.0047990631445273,-0.00429507774629988,0.00775430160730561,-0.00596744853502915,-0.000310344129206155,-0.000141198420516571,-0.00210079950668901,0.0064722133889413,-0.00188084590633392,0.00380991403506741,0.00384557927455591,0.000690366120304131,0.00253365890147825,0.0016400128693467,0.00132403876231756,-0.00125053914091406,3.06519338005708e-05,0.00337007995635888,0.00317773205234361,0.00133549101854771,0.00328353160406487,-0.00166388041498088,0.00182038762201907,-0.0013369857622175,-0.000868174323895742,-0.00039235870591848,0.00367871288377519,0.000395457457451683,-0.000238840411302132,0.00096508789072721,0.00128051574985952,-0.000494881258057286
