Sample_name,proc_dist,centroid,LM 1_X,LM 1_Y,LM 1_Z,LM 2_X,LM 2_Y,LM 2_Z,LM 3_X,LM 3_Y,LM 3_Z,LM 4_X,LM 4_Y,LM 4_Z,LM 5_X,LM 5_Y,LM 5_Z,LM 6_X,LM 6_Y,LM 6_Z,LM 7_X,LM 7_Y,LM 7_Z,LM 8_X,LM 8_Y,LM 8_Z,LM 9_X,LM 9_Y,LM 9_Z,LM 10_X,LM 10_Y,LM 10_Z,LM 11_X,LM 11_Y,LM 11_Z,LM 12_X,LM 12_Y,LM 12_Z,LM 13_X,LM 13_Y,LM 13_Z,LM 14_X,LM 14_Y,LM 14_Z,LM 15_X,LM 15_Y,LM 15_Z,LM 16_X,LM 16_Y,LM 16_Z,LM 17_X,LM 17_Y,LM 17_Z,LM 18_X,LM 18_Y,LM 18_Z,LM 19_X,LM 19_Y,LM 19_Z,LM 20_X,LM 20_Y,LM 20_Z,LM 21_X,LM 21_Y,LM 21_Z
ILH_Zvejnieki_34.1.9_merged_mirror.mrk,0.0874188177084307,204.849859984486,0.313120332511841,0.0361413291252103,-0.014487149039783,0.236341370232566,-0.09158640761442,-0.0159417571540714,0.260464714113108,0.049679721204351,-0.05051178184427,0.220101989414714,-0.0837015540791633,-0.0279334575975945,0.305763237544057,0.00567046978629771,-0.00698977745815388,0.214040299936313,-0.0714256204378591,0.0165856122476161,0.160859890392278,-0.0330629094163602,0.0319880950633259,0.0865759279559318,0.0130592750653518,0.0264176616996688,0.190931435420174,0.0337185845500636,0.0430805807621716,-0.00937077895589723,0.0440308536325566,0.0410987767620059,-0.125155701301213,0.163483971665528,0.00811578326038468,-0.257708445156537,-0.035009661558606,0.0343195333555628,-0.258124465683416,-0.0475373778671984,-0.0265661172036064,-0.240104813160261,-0.0355479998445073,-0.073164600540008,-0.165495394335518,-0.0156874738414463,0.0152386678724735,-0.117363119454184,-0.0782825974362562,0.0591791840942166,-0.115707144786829,0.0717490625281318,-0.000822630796785826,-0.0193001372445314,0.0335904592844603,-0.0230013303743832,-0.236729281445556,-0.0463878584150228,-0.0114130226427854,-0.269581618168069,-0.01802502741852,-0.0271031764776655,-0.173558297828972,0.105130761087406,0.00191090601168152
ILH_Zvejnieki_34.10.39_miss.mrk,0.328873383971077,188.741811248595,0.416004734355802,0.0584459065355051,-0.0228360339591132,0.154821760254254,-0.0766638219502046,-0.0157511614570487,0.319892825301799,0.0387049440216049,-0.0673088005357526,0.165315695772495,-0.0773724033343217,-0.0336482804724902,0.0773734436495948,0.0218376857884036,0.0187415001074915,0.241996583200042,-0.0539335947858817,0.0332853328379921,0.181364368879786,-0.0230211345777491,0.0380599357750168,0.121845050878507,0.00329351706740545,0.0315044492498611,0.268170203762567,0.0386998869354493,0.0416740866428378,-0.00622612668426462,0.0300974457756062,0.0430269405004508,-0.0365200048847263,0.195083635713458,0.00962610985143691,-0.265938880995992,-0.050141852984625,0.0387916754126865,-0.274588459754177,-0.0707890266529062,-0.0201448957194369,-0.26909926819728,-0.0465964605941652,-0.0915668278968341,-0.140629130574872,-0.0217793238168638,0.0137142065363244,-0.160717114941635,-0.118616950848389,0.0620745349854597,-0.0757723682633044,0.0959295873283128,0.00343856024123081,0.0125359143339152,0.0377583049075632,-0.0353551590994243,-0.244729140943417,-0.0662625616058457,-0.0158068017244139,-0.291793948598876,-0.0231774258182274,-0.0290368137818904,-0.193306136550218,0.108503642895872,-0.00248255749438393
ILH_Zvejnieki_34.101.206_miss_mirror.mrk,0.0972082757732076,181.615315074978,0.305443175822072,0.0566490017063294,-0.0221548756115892,0.270521173247868,-0.0838761260329087,-0.0239435696958025,0.244760863391858,0.0331419391633358,-0.0543854199950986,0.250475209160258,-0.080863119506818,-0.0301878572822742,0.30897728201444,0.0258326121718325,-0.0114979596707713,0.201166581325434,-0.0622970842587744,0.0380139882205069,0.124525861495175,-0.0197520628275156,0.042291213979472,0.0768383592146111,-0.00465332412216253,0.0322317941022921,0.184331645152674,0.0297082887030097,0.050120989182047,0.0148764831573201,0.00206019442235807,0.040188063893823,-0.118316696784102,0.152903791919518,0.0047641780189245,-0.265954177889278,-0.0141520790456955,0.0330545228837728,-0.266922967697906,-0.0345058310330096,-0.0211435084584865,-0.245395611151352,-0.0213607741036529,-0.0731621708760183,-0.165100019757299,-0.019690945277148,0.0129949738762778,-0.116639347045803,-0.106003176156426,0.0511752690387004,-0.0869299221110075,0.069055230975381,-0.00488517559861593,-0.0173696421593419,0.020652670510064,-0.0355583830070737,-0.245906431063505,-0.0304763919872054,0.00642612458925805,-0.262560335514797,0.0100369880766579,-0.0252381076578798,-0.190821482807317,0.0775901967028296,-0.00910408993146437
ILH_Zvejnieki_34.102.208_miss_mirror.mrk,0.0606088567594734,211.568637298512,0.308514544503605,0.0608698572745085,-0.0287350185223791,0.255360948380102,-0.0834131502770776,-0.0193909337710014,0.245588900964128,0.0362424221320826,-0.0486498915244318,0.23492249024441,-0.0792548210566512,-0.0290034830312698,0.305979315975207,0.0222685896916892,-0.020280600893271,0.201041208566079,-0.0582892281783589,0.040379558429792,0.141961839433246,-0.0309265206587882,0.0473984742664347,0.0870753745500619,-0.00657430339951367,0.0308144565655243,0.182205341984934,0.021161380638674,0.0471018944643374,-0.00390351122152119,0.0169207895485427,0.0316774258566346,-0.101785882883045,0.164696997441006,0.00388800398846797,-0.261874737736768,-0.034236306154488,0.0155530007034011,-0.259393723628605,-0.0489148554535261,-0.0245637895537816,-0.245471881931863,-0.027259153220788,-0.0622381624838039,-0.172324021843719,-0.00657095785608957,0.0142459986962162,-0.136070351079354,-0.103358097750851,0.0472159280537383,-0.0901641497470165,0.0774496177618157,-0.00375436372163207,0.00249164548916943,0.0305875325289696,-0.0252302138015045,-0.253201356638708,-0.0358571382263577,0.0119886072341882,-0.267674518305365,-0.00721196915613144,-0.0248052050499787,-0.173277475074979,0.0916693143713319,-0.00361168590568094
ILH_Zvejnieki_34.104.210_miss.mrk,0.0564544366414319,226.287892253679,0.318938790321319,0.043269814712279,-0.00948520193263172,0.248997900835491,-0.0691681433660432,-0.0223628591093132,0.248283909591062,0.01763126100679,-0.0409179180041097,0.23438924932707,-0.063761033243794,-0.0300327226184082,0.315436071040109,0.0163636539923311,-0.00477871495617465,0.193352212410234,-0.0533628747980875,0.0243899759074809,0.134850971330937,-0.031520427231651,0.0261767193945215,0.0798690698228751,-0.00208188556209031,0.0221912760539185,0.199735723571938,0.0415267777799692,0.0418523507151297,-0.0157041684770543,0.0242468498429336,0.0262008276938806,-0.087792237836686,0.183588891968258,0.00299281745184668,-0.258733641377359,-0.0313561234841824,0.0355496292938863,-0.256938551429846,-0.047271517770508,-0.0130047508816053,-0.244371031414412,-0.0357978185802097,-0.0666311810324292,-0.176840526583661,-0.0255588016272148,0.00828266530838394,-0.159714156803167,-0.110019096067361,0.045433623707334,-0.100338020479909,0.0661846830892689,-0.00608371952192405,-0.00173171193578586,0.0316648467025887,-0.0225186131975232,-0.238777184009272,-0.0411906589203798,0.00395385145394381,-0.259172092333077,-0.00201373153199444,-0.0185858337822401,-0.173740575570804,0.0886253330890976,-0.00262222194396668
ILH_Zvejnieki_34.106.213_miss.mrk,0.0639201116994282,215.577084766042,0.325500930852606,0.0402406075244258,-0.014258256172442,0.249692197046058,-0.0774439815001328,-0.0159234154900861,0.252852277477427,0.0352935065439692,-0.0539677418839373,0.227964048833002,-0.0811089045307924,-0.0268235151169662,0.321201693051813,0.0149783610881555,-0.0081711525588767,0.184224701583325,-0.0484585904906646,0.0338285221703011,0.129941841985624,-0.0234116605488568,0.0340761129094812,0.0779631480094971,-0.00390706166332435,0.0220426054721009,0.197516733549079,0.0307690200706038,0.0399228965883477,-0.024460317248294,0.0197067853510151,0.0263308679196687,-0.110605079416098,0.160788419271336,0.0246379101403588,-0.258395877695875,-0.0358217134731965,0.0279424785657395,-0.264341633843934,-0.0446485919062281,-0.0220656826994008,-0.249106323925412,-0.0310806252679068,-0.0712253172028629,-0.160354872626385,-0.00939081137069324,0.0106750915863137,-0.125378629675335,-0.0900930691334787,0.0569913362606706,-0.0874754995515854,0.079672043841007,4.31291979472045e-06,0.00904147945746863,0.0272727280710379,-0.0400553553348375,-0.234498732041557,-0.0378904312523711,0.00808049691740984,-0.272054326781062,-0.00722202300667092,-0.0227384537214,-0.189227759040363,0.0817559923827664,-0.00930374126937746
ILH_Zvejnieki_34.107.217.mrk,0.0421489413872035,195.681777029585,0.316497532281522,0.0366072607183188,-0.0129814775519501,0.252644646039713,-0.0718481473273457,-0.0239007283786411,0.245721734596959,0.0235254986294701,-0.0461514855145404,0.234729222244243,-0.0677249593803636,-0.0373183999006518,0.312230702292277,0.00491079760359128,-0.00976628722868084,0.198709170925691,-0.0532050182825576,0.0308647907731741,0.139891437289288,-0.0249097496289085,0.0365185951910722,0.0874528954060336,-0.00515195149598431,0.0288684678697806,0.189318083305732,0.0300056646000916,0.0452613227252167,-0.0131348934978524,0.0285424396779484,0.0358881253365535,-0.115974580437364,0.162006710630998,0.00514280454392212,-0.263134412279634,-0.0331112329562092,0.0280489330494855,-0.263890099049992,-0.049432517380772,-0.0207769951274905,-0.241063698284759,-0.0327589902118074,-0.0737733316022529,-0.161922415332591,-0.0196724567689455,0.01137742598849,-0.125970231667038,-0.0853368745319479,0.0512933403311535,-0.105244839748166,0.0714327654850369,-0.000855809417102797,0.00607940592485496,0.0349420008633847,-0.0303251908110134,-0.242402109878837,-0.0406264532618169,0.00789669594178602,-0.266813149553756,-0.00633182212103879,-0.0214274499782938,-0.183724400576327,0.0981370351388553,-0.00388334624001713
ILH_Zvejnieki_34.109.220_miss.mrk,0.05418874649793,210.444577524751,0.314687065211887,0.0443173445631731,-0.0110944497707832,0.244437629316316,-0.0770706901510557,-0.023307390506055,0.24596966388907,0.0219509001969347,-0.047238209804567,0.226916134878752,-0.0718706398282248,-0.0348788105000065,0.305223149463615,0.00208708707157068,-0.00622283526798477,0.198506066509913,-0.0459301822425594,0.0324073674408951,0.1384198650664,-0.0231536333974482,0.0383774223015405,0.0933113797159289,-0.00413100458099856,0.0299210533878247,0.186761878670454,0.0273819434757875,0.0431224484307523,-0.00130837077770435,0.0360869137015576,0.0371401804125285,-0.0911482239504353,0.180470536397188,0.00459839038150079,-0.259756936499173,-0.0512489345928066,0.0297549550698053,-0.264178847012432,-0.050477377649488,-0.0197225872169471,-0.252938243028927,-0.0344384807827142,-0.07166170857553,-0.167530918892399,-0.0211024572440593,0.00866185724135657,-0.115581793671337,-0.0917499145359072,0.0442876943153047,-0.125156714582695,0.062105648280379,-0.00896519064646997,0.00729711966371448,0.0353826298410332,-0.0332408828589532,-0.23986290982223,-0.0489206323211193,0.00786988802355288,-0.272345828857409,-0.00935843146824504,-0.0215022124735241,-0.171721165291311,0.119669375267,0.00169302061575927
ILH_Zvejnieki_34.110.221_miss.mrk,0.0671022044095259,205.849011273539,0.30463722965444,0.030891428473603,-0.00823395715985231,0.25373682572673,-0.0750259798869885,-0.0247041151294938,0.237302846372778,0.0218221877050248,-0.0439214283915538,0.234302029611416,-0.074633528223129,-0.0351125996744789,0.298958917565288,-0.000821620227327831,-0.00801338144145335,0.199920137627369,-0.0413697437922501,0.0224117118701242,0.14058452204298,-0.0191630887841226,0.0342281567071557,0.0859948910994899,-0.00444120456868347,0.0304563306481165,0.180400796288782,0.0231377576460346,0.0431036129196488,-0.00772241198911499,0.0389574746685344,0.0373076606327932,-0.0972720357075597,0.190775221268441,0.00147154612327145,-0.272472246525231,-0.0448911718517197,0.0316253385000122,-0.270960700042339,-0.0556655996027704,-0.0237773594556539,-0.254778151580715,-0.048473653651349,-0.07131633251226,-0.157973750122643,-0.0197918384823051,0.0104143669300462,-0.0911643705942509,-0.0956748424472665,0.0355121482904783,-0.0922230382510997,0.0820902502215079,0.00784171633830776,0.0127127016812478,0.0384278551045555,-0.0150877800552284,-0.250291167722504,-0.0460080323817602,0.0138421701099905,-0.276753937753822,-0.0130093545642049,-0.0251551131910929,-0.176939087381242,0.112867483376175,-0.0128926920588775
ILH_Zvejnieki_34.111.222_miss.mrk,0.252213043822586,194.980391824105,0.321133593272232,0.0375954507329774,0.0033693413368667,0.263880647472511,-0.0755642136544428,0.0177491141924033,0.263981912829553,0.014633670093264,0.0379008482352526,0.244565633061021,-0.0762313161478683,0.0282797375978744,0.317915775294845,0.00938157222983762,0.00146890959470576,0.199956680742559,-0.0468349859033366,-0.0219634596852904,0.139552506314579,-0.0171924232994093,-0.0242163993901902,0.0822087707254005,0.00706411067235709,-0.0181929903067943,0.186267330344206,0.0342251228250867,-0.0322886497533493,-0.0232042265427707,0.0282371029231074,-0.0252664621295713,-0.0949761591935978,0.168491797214782,0.00022461434507277,-0.277124259996865,-0.0403658982211634,-0.0306835818763032,-0.280462088567464,-0.0514250514798462,0.0188071346635445,-0.264477575571797,-0.0426123226754516,0.063992775592471,-0.166688065873094,-0.0136205716591954,-0.00541121116482405,-0.116181865272559,-0.11197155112405,-0.04129033342343,-0.0939397508891622,0.0824617465802562,-0.00216641487286757,0.00905715393717416,0.0430013869271267,0.0279092328595364,-0.256034521547339,-0.0379154394848622,-0.0122401691024034,-0.284194596776857,-0.00885462270876189,0.015829586059593,-0.171236893762576,0.0974964361595927,-0.00181162277229752
